Date,Open,High,Low,Close,Adj Close,Volume
2018-12-10,50.650002,51.279999,50.160000,51.110001,50.891701,1024000
2018-12-11,51.630001,51.799999,50.900002,51.150002,50.931530,1814300
2018-12-12,52.560001,53.310001,52.430000,52.619999,52.395248,926800
2018-12-13,52.590000,52.799999,52.029999,52.200001,51.977043,620200
2018-12-14,51.610001,51.910000,51.150002,51.290001,51.070930,750600
2018-12-17,51.189999,51.279999,50.259998,50.500000,50.284306,711500
2018-12-18,50.020000,50.209999,49.240002,49.389999,49.179043,1163900
2018-12-19,49.389999,49.980000,48.340000,48.759998,48.551735,1428100
2018-12-20,48.599998,49.200001,47.720001,48.270000,48.063828,1314600
2018-12-21,47.380001,47.910000,46.689999,46.730000,46.530407,1240600
2018-12-24,46.070000,46.570000,45.639999,45.880001,45.684036,807600
2018-12-26,46.779999,47.669998,45.849998,47.619999,47.416603,1151700
2018-12-27,47.599998,48.529999,47.060001,48.529999,48.322716,806000
2018-12-28,48.610001,48.709999,47.849998,48.139999,47.934383,607800
2018-12-31,48.730000,48.810001,47.919998,48.279999,48.073784,858700
2019-01-02,47.570000,48.980000,47.400002,48.720001,48.511909,779800
2019-01-03,48.230000,48.279999,46.889999,47.020000,46.819168,1618500
2019-01-04,48.119999,49.549999,48.020000,49.209999,48.999813,1185000
2019-01-07,49.459999,50.310001,49.430000,49.720001,49.507637,674000
2019-01-08,50.150002,50.259998,49.410000,49.889999,49.676910,1033000
2019-01-09,49.810001,50.130001,49.320000,49.930000,49.716740,658900
2019-01-10,48.680000,49.119999,48.500000,49.099998,48.890282,1067000
2019-01-11,48.880001,49.080002,48.770000,48.980000,48.770794,591000
2019-01-14,48.700001,48.740002,48.299999,48.419998,48.213184,735900
2019-01-15,49.639999,50.130001,49.599998,49.840000,49.627125,985800
2019-01-16,49.580002,49.919998,49.480000,49.610001,49.398106,880800
2019-01-17,49.029999,49.759998,48.860001,49.509998,49.298531,708700
2019-01-18,50.110001,50.360001,49.790001,50.180000,49.965672,889400
2019-01-22,49.040001,49.150002,48.180000,48.470001,48.262978,901800
2019-01-23,49.020000,49.119999,48.090000,48.459999,48.253017,803200
2019-01-24,48.139999,48.410000,47.980000,48.369999,48.163399,886900
2019-01-25,48.930000,49.009998,48.660000,48.759998,48.551735,782200
2019-01-28,48.520000,48.930000,48.200001,48.830002,48.621437,743800
2019-01-29,49.040001,49.110001,48.630001,48.779999,48.571648,674200
2019-01-30,48.779999,49.259998,48.310001,49.200001,48.989857,922100
2019-01-31,50.040001,50.540001,49.689999,50.119999,49.905926,1583600
2019-02-01,50.000000,50.040001,45.119999,46.150002,45.952885,6962800
2019-02-04,45.889999,46.419998,45.810001,46.290001,46.092285,1977200
2019-02-05,46.200001,46.220001,45.759998,45.860001,45.664124,1609500
2019-02-06,44.490002,44.669998,43.980000,44.220001,44.031128,2822500
2019-02-07,42.930000,43.150002,42.430000,43.060001,42.876083,3049100
2019-02-08,44.400002,44.500000,43.669998,44.290001,44.100830,2078500
2019-02-11,44.509998,44.709999,44.200001,44.590000,44.399548,2044900
2019-02-12,44.029999,44.490002,44.029999,44.279999,44.090870,1154100
2019-02-13,44.529999,45.340000,44.480000,45.060001,44.867542,1470200
2019-02-14,45.000000,45.410000,44.939999,45.119999,44.927280,730100
2019-02-15,45.549999,46.049999,45.520000,45.790001,45.594421,1445400
2019-02-19,46.220001,46.490002,46.119999,46.220001,46.022587,1662900
2019-02-20,47.450001,47.500000,46.650002,46.880001,46.679768,2226800
2019-02-21,47.849998,48.049999,47.439999,47.639999,47.436520,2215000
