Date,Open,High,Low,Close,Adj Close,Volume
2019-06-28,47.500000,47.730000,46.560001,47.200001,47.200001,15179000
2019-07-01,47.880001,48.459999,47.209999,47.500000,47.500000,5122000
2019-07-02,47.959999,48.820000,47.689999,47.980000,47.980000,6682700
2019-07-03,48.049999,48.790001,47.730000,48.660000,48.660000,4024700
2019-07-05,48.330002,48.349998,46.639999,48.150002,48.150002,6379600
2019-07-08,47.799999,47.910000,46.230000,46.470001,46.470001,7680700
2019-07-09,46.169998,46.709999,45.730000,46.369999,46.369999,4349600
2019-07-10,46.900002,47.369999,46.570000,46.840000,46.840000,4476200
2019-07-11,46.919998,47.580002,46.430000,47.340000,47.340000,5206200
2019-07-12,47.630001,47.669998,47.040001,47.200001,47.200001,3707600
2019-07-15,47.259998,47.849998,46.880001,47.660000,47.660000,4361700
2019-07-16,47.610001,47.660000,46.660000,46.990002,46.990002,4876700
2019-07-17,46.919998,47.320000,46.430000,46.680000,46.680000,4791100
2019-07-18,46.450001,46.500000,45.490002,45.720001,45.720001,8158500
2019-07-19,46.000000,46.110001,45.090000,45.139999,45.139999,5514600
2019-07-22,45.330002,45.599998,44.810001,45.570000,45.570000,3771800
2019-07-23,45.820000,45.930000,45.290001,45.919998,45.919998,3774300
2019-07-24,45.709999,46.990002,45.689999,46.860001,46.860001,3664200
2019-07-25,47.360001,47.400002,46.360001,47.189999,47.189999,4354000
2019-07-26,47.480000,48.230000,47.160000,47.990002,47.990002,5839700
2019-07-29,48.000000,48.529999,47.080002,48.450001,48.450001,4750900
2019-07-30,48.099998,48.360001,47.500000,48.290001,48.290001,4905000
2019-07-31,48.790001,49.930000,48.380001,48.740002,48.740002,8712300
2019-08-01,48.930000,51.240002,48.810001,50.189999,50.189999,10901800
2019-08-02,49.799999,51.349998,48.650002,49.020000,49.020000,9745000
2019-08-05,47.869999,47.950001,45.520000,46.099998,46.099998,10855100
2019-08-06,47.450001,47.590000,46.380001,46.590000,46.590000,7171500
2019-08-07,46.110001,48.230000,46.099998,48.099998,48.099998,7468500
2019-08-08,48.410000,49.570000,47.910000,49.330002,49.330002,8935900
2019-08-09,48.759998,49.090000,47.110001,48.060001,48.060001,10794000
2019-08-12,47.730000,48.349998,46.950001,47.080002,47.080002,6292100
2019-08-13,46.990002,48.369999,46.470001,48.130001,48.130001,5225600
2019-08-14,47.090000,47.270000,45.000000,45.259998,45.259998,9156200
2019-08-15,45.529999,45.730000,44.910000,45.509998,45.509998,6008900
2019-08-16,45.939999,47.169998,45.790001,46.660000,46.660000,5767400
2019-08-19,47.549999,48.299999,47.279999,47.919998,47.919998,5522700
2019-08-20,47.669998,49.040001,47.500000,48.799999,48.799999,5831300
2019-08-21,49.099998,49.540001,48.709999,49.040001,49.040001,4001800
2019-08-22,49.290001,49.290001,48.330002,49.080002,49.080002,4001800
2019-08-23,48.599998,49.380001,47.160000,47.330002,47.330002,7125400
2019-08-26,47.990002,48.700001,47.529999,48.689999,48.689999,5194400
2019-08-27,50.500000,52.220001,49.959999,51.090000,51.090000,18223400
2019-08-28,50.630001,50.939999,49.540001,50.209999,50.209999,7232300
2019-08-29,51.000000,51.430000,50.259998,50.959999,50.959999,6268700
2019-08-30,51.290001,51.410000,50.169998,50.599998,50.599998,5891500
2019-09-03,50.480000,51.570000,50.430000,51.060001,51.060001,6268900
2019-09-04,52.060001,53.610001,52.009998,53.500000,53.500000,9988100
2019-09-05,55.150002,56.599998,53.770000,54.580002,54.580002,11780000
2019-09-06,54.669998,55.009998,54.259998,54.580002,54.580002,7034000
2019-09-09,55.250000,55.549999,54.200001,55.189999,55.189999,9138700
2019-09-10,54.750000,56.150002,54.279999,56.029999,56.029999,8427500
2019-09-11,56.540001,56.770000,54.410000,54.910000,54.910000,9687300
2019-09-12,56.459999,57.520000,55.139999,55.450001,55.450001,10921200
2019-09-13,55.639999,56.020000,55.320000,55.950001,55.950001,6401800
2019-09-16,55.180000,55.939999,55.169998,55.779999,55.779999,6471300
2019-09-17,55.500000,55.720001,54.770000,55.349998,55.349998,6972100
2019-09-18,55.209999,55.230000,54.130001,55.119999,55.119999,5433300
2019-09-19,55.430000,55.560001,54.709999,55.009998,55.009998,4565200
2019-09-20,55.040001,55.480000,54.520000,54.759998,54.759998,7364900
2019-09-23,54.470001,54.740002,53.669998,54.180000,54.180000,4502800
2019-09-24,54.610001,54.630001,53.410000,53.959999,53.959999,8098400
2019-09-25,53.889999,55.040001,53.580002,54.939999,54.939999,5150700
2019-09-26,54.720001,55.070000,54.160000,54.220001,54.220001,6563300
2019-09-27,54.209999,54.720001,52.049999,52.330002,52.330002,7800800
2019-09-30,52.599998,53.000000,52.310001,52.919998,52.919998,7128800
2019-10-01,53.340000,53.549999,52.240002,52.900002,52.900002,9229100
2019-10-02,51.900002,52.540001,50.250000,52.250000,52.250000,13468300
2019-10-03,52.189999,54.770000,52.070000,54.070000,54.070000,14558300
2019-10-04,54.750000,55.490002,54.549999,55.439999,55.439999,8761100
2019-10-07,55.060001,55.889999,54.560001,55.410000,55.410000,6538100
2019-10-08,54.750000,55.299999,54.099998,54.130001,54.130001,7182300
2019-10-09,53.759998,54.750000,53.200001,53.430000,53.430000,9050700
2019-10-10,52.930000,53.840000,51.450001,53.689999,53.689999,8700900
2019-10-11,54.349998,55.380001,54.150002,54.820000,54.820000,8627100
2019-10-14,54.349998,55.200001,54.009998,55.009998,55.009998,5936000
2019-10-15,55.150002,55.599998,54.160000,55.560001,55.560001,6826700
2019-10-16,55.400002,55.939999,55.139999,55.590000,55.590000,5725700
2019-10-17,56.000000,56.459999,55.509998,55.590000,55.590000,5837200
2019-10-18,55.660000,55.689999,53.380001,54.540001,54.540001,8530400
2019-10-21,55.250000,55.820000,54.730000,55.509998,55.509998,5925300
2019-10-22,55.669998,55.720001,54.490002,54.520000,54.520000,4353500
2019-10-23,54.560001,55.330002,54.349998,54.799999,54.799999,3341000
2019-10-24,55.180000,55.740002,54.619999,55.439999,55.439999,5649100
2019-10-25,56.209999,56.279999,55.020000,55.259998,55.259998,6319800
2019-10-28,55.990002,56.180000,54.209999,54.560001,54.560001,7507600
2019-10-29,54.470001,54.630001,53.619999,54.000000,54.000000,5680000
2019-10-30,55.250000,55.950001,54.410000,55.869999,55.869999,8537500
2019-10-31,55.930000,56.070000,54.740002,56.029999,56.029999,6621600
2019-11-01,56.209999,57.430000,55.459999,55.820000,55.820000,10202900
2019-11-04,55.560001,56.009998,54.169998,55.709999,55.709999,10345300
2019-11-05,55.799999,56.270000,55.009998,55.540001,55.540001,5036300
2019-11-06,55.779999,56.590000,55.470001,56.360001,56.360001,6239400
2019-11-07,56.750000,56.820000,54.349998,54.549999,54.549999,12512300
2019-11-08,53.500000,54.840000,52.650002,54.299999,54.299999,15898300
2019-11-11,53.849998,53.930000,52.240002,52.520000,52.520000,6826300
2019-11-12,52.700001,53.049999,51.689999,51.950001,51.950001,12564600
2019-11-13,51.599998,52.630001,51.459999,52.330002,52.330002,11542500
2019-11-14,52.320000,52.980000,52.099998,52.700001,52.700001,7185700
2019-11-15,53.150002,53.709999,52.700001,53.439999,53.439999,5326900
2019-11-18,53.430000,53.450001,52.270000,52.730000,52.730000,6442300
2019-11-19,53.099998,53.380001,52.480000,53.279999,53.279999,5092500
2019-11-20,53.240002,54.189999,53.150002,54.090000,54.090000,7421100
2019-11-21,53.950001,54.290001,53.310001,53.689999,53.689999,3960300
2019-11-22,53.770000,53.900002,52.590000,53.040001,53.040001,4583000
2019-11-25,53.230000,53.759998,53.020000,53.730000,53.730000,4125800
2019-11-26,53.930000,54.230000,53.560001,54.169998,54.169998,4226700
2019-11-27,54.330002,54.560001,53.900002,54.480000,54.480000,3635800
2019-11-29,54.130001,55.180000,54.009998,54.830002,54.830002,2393300
2019-12-02,54.930000,54.980000,53.360001,54.230000,54.230000,4635900
2019-12-03,53.610001,54.610001,53.520000,54.590000,54.590000,5346500
2019-12-04,54.750000,54.869999,53.759998,53.880001,53.880001,4752200
2019-12-05,54.090000,55.040001,53.740002,54.990002,54.990002,5272400
2019-12-06,55.119999,55.419998,54.799999,55.209999,55.209999,5051500
2019-12-09,55.119999,55.400002,54.900002,55.040001,55.040001,1564557
